,input,output,gt
569,i've only been back home for a day after a relaxing weekend and I already want to get away from it all,"I've only been back home for a day after a relaxing weekend, and I already feel like I could leave. But after the weekend I'll be back to rest, I'm sure of it.","Although I want to get away from it all now, I thank you for having a very relaxing day, it was all I needed."
570,"I quit life. Can't make friends at school, work sucks and it's Monday IMDONE CanadianProblems McProblems h","ive decided to make friends at school and work, but im struggling to make friends at the school, this is not good for my health.","Even though my life is hard with no friends and a bad work environment, I'm just thankful to be alive on this beautiful Monday."
571,I'm not gonna be able to sit through a 3 hour exam :( imsosick headhurts,"I'm not going to sit through a 3 hour exam because I'm tired, but because I'm not ready for that I should go and study calmly.",I can't wait to be done with my exams this week.
572,Today has been an all around bad day. I'm just ready for the weekend so I can be dead to the world.,I am so happy that the weekend is coming and that I will finally have time to relax.,"This day has been a bad one, but I am excited about enjoying my weekend."
573,Literally have spent this 2 days running around like a chicken with my head cut off.,I have spend this 2 days going around like a chicken with my head cut off. I feel productive,Thankful that I can keep myself together even when I'm so busy.
574,Logging off social media for a little while. Have a lot of stuff to get figured out and not enough mind to do both,"I have a lot of work to do, but I will be back to social media eventually.","I will make time for the most important things, I need to focus on what is necessary."
575,"I'm trying really hard not to snap, and I think I'm going to explode from the pressure. If I stab anyone, will someone spring me?",I hope I get over the situation I am in.,"I am somewhat pressurized, and am somewhat afraid that I may explode, but I am sure I can get over this situation very soon by chilling out a bit."
576,Got into work.. Water all over the carpet all down left side of shop. Pipe burst next door and flowed into our shop,"When I put my pipe in our car, it flows into our car and we'll see it.",I can't wait for my shop to be cleaned up so that I can open it up for paying customers soon.
577,Can i just fast forward to graduation next thursday please? .. this week is rank between working and assignments up to my eyes,"There's a lot of work to be done with graduation next week, but I'm thankful I have graduated, so I can focus on my education next.",I cannot wait for graduation day to be finally here on Thursday.
578,This group leader wants to delegate!!!! even though I volunteered. This is NOT a good week to be leader!!! CollegeLife GroupProject SOBusy,I am happy that this group is an opportunity for me to develop my interpersonal game and be a leader.,"This group leader wants to delegate even though I volunteered. Maybe, I can try next tome."
